COM,NCOM,NREG,NDEP,F65-79,F80+,H65-79,H80+,latitude,longitude
2A160,Moca-Croce,Corse,Corse du Sud,29,27,30.0,13.0,41.7880108212,9.00990338011
2A163,Monacia-d'Aullène,Corse,Corse du Sud,65,37,53.0,27.0,41.5249319364,9.01194250381
2A174,Murzo,Corse,Corse du Sud,12,5,6.0,7.0,42.1585493633,8.84670847877
2A181,Ocana,Corse,Corse du Sud,64,24,62.0,9.0,41.9503939626,8.909888839
2A186,Olivese,Corse,Corse du Sud,24,19,31.0,10.0,41.8404362861,9.06885180924
2A189,Olmeto,Corse,Corse du Sud,122,54,130.0,39.0,41.7120554576,8.90482669447
2A191,Olmiccia,Corse,Corse du Sud,7,6,10.0,6.0,41.6701338778,9.03297164192
2A196,Orto,Corse,Corse du Sud,6,9,4.0,3.0,42.1989987238,8.95741133196
2A197,Osani,Corse,Corse du Sud,15,4,17.0,2.0,42.3435694896,8.62327012341
2A198,Ota,Corse,Corse du Sud,56,24,44.0,20.0,42.2548660718,8.73294026195
2A198,Ota,Corse,Corse du Sud,56,24,44.0,20.0,42.2548660718,8.73294026195
2A200,Palneca,Corse,Corse du Sud,22,15,21.0,7.0,41.9917474274,9.18910929636
2A203,Partinello,Corse,Corse du Sud,13,10,15.0,5.0,42.3189049324,8.68973829673
2A204,Pastricciola,Corse,Corse du Sud,12,4,15.0,3.0,42.1434520228,9.01623489472
2A209,Peri,Corse,Corse du Sud,146,72,133.0,42.0,42.003934282,8.91155032834
2A211,Petreto-Bicchisano,Corse,Corse du Sud,67,43,65.0,35.0,41.7703606471,8.96953349207
2A212,Piana,Corse,Corse du Sud,57,30,56.0,21.0,42.2260344023,8.62798195907
2A215,Pianottoli-Caldarello,Corse,Corse du Sud,84,47,96.0,30.0,41.5046258305,9.04899145818
2A228,Pietrosella,Corse,Corse du Sud,170,81,174.0,55.0,41.8283411519,8.8134589974
2A232,Pila-Canale,Corse,Corse du Sud,31,16,39.0,11.0,41.7923350727,8.89878366545
2A240,Poggiolo,Corse,Corse du Sud,14,7,17.0,4.0,42.1628161972,8.89848173922
2A240,Poggiolo,Corse,Corse du Sud,14,7,17.0,4.0,42.1628161972,8.89848173922
2A247,Porto-Vecchio,Corse,Corse du Sud,865,370,667.0,271.0,41.5924932873,9.25363087024
2A249,Propriano,Corse,Corse du Sud,328,174,312.0,116.0,41.6504172843,8.89378639473
2A253,Quasquara,Corse,Corse du Sud,11,7,7.0,2.0,41.9087537102,9.00836117907
2A254,Quenza,Corse,Corse du Sud,24,9,31.0,13.0,41.8077584567,9.2009533879
2A258,Renno,Corse,Corse du Sud,8,1,13.0,3.0,42.2067544831,8.8197756757
2A259,Rezza,Corse,Corse du Sud,13,5,14.0,2.0,42.1240747257,8.95203254705
2A262,Rosazia,Corse,Corse du Sud,7,3,6.0,7.0,42.1258026167,8.86199135489
2A266,Salice,Corse,Corse du Sud,17,7,14.0,9.0,42.1045072661,8.90188848529
2A268,Sampolo,Corse,Corse du Sud,13,3,12.0,3.0,41.9468987764,9.12053513385
2A269,Sari-Solenzara,Corse,Corse du Sud,121,63,122.0,41.0,41.8133599634,9.35220683826
2A269,Sari-Solenzara,Corse,Corse du Sud,121,63,122.0,41.0,41.8133599634,9.35220683826
2A270,Sari-d'Orcino,Corse,Corse du Sud,41,18,32.0,8.0,42.0648114999,8.83377089939
2A271,Sarrola-Carcopino,Corse,Corse du Sud,210,123,187.0,57.0,42.0010171951,8.83437893445
2A272,Sartène,Corse,Corse du Sud,289,192,271.0,96.0,41.5718443328,8.93538107497
2A276,Serra-di-Ferro,Corse,Corse du Sud,42,21,64.0,14.0,41.7410474334,8.81250812436
2A276,Serra-di-Ferro,Corse,Corse du Sud,42,21,64.0,14.0,41.7410474334,8.81250812436
2A278,Serra-di-Scopamène,Corse,Corse du Sud,11,7,6.0,1.0,41.778887385,9.10982740043
2A279,Serriera,Corse,Corse du Sud,9,13,12.0,4.0,42.307049386,8.73249922249
2A282,Soccia,Corse,Corse du Sud,39,11,23.0,7.0,42.2094271559,8.92258883331
2A284,Sollacaro,Corse,Corse du Sud,51,23,45.0,13.0,41.7417710939,8.88010382989
2A285,Sorbollano,Corse,Corse du Sud,19,5,12.0,8.0,41.7504592424,9.115742202
2A288,Sotta,Corse,Corse du Sud,111,55,120.0,28.0,41.555960372,9.18208356103
2A295,Sant'Andréa-d'Orcino,Corse,Corse du Sud,1,5,5.0,1.0,42.0443583536,8.78903370453
2A300,San-Gavino-di-Carbini,Corse,Corse du Sud,97,44,91.0,32.0,41.6806017168,9.23310910423
2A308,Sainte-Lucie-de-Tallano,Corse,Corse du Sud,38,23,62.0,26.0,41.6682904009,9.06116918689
2A310,Santa-Maria-Figaniella,Corse,Corse du Sud,8,4,9.0,6.0,41.725389582,9.00886511105
2A312,Santa-Maria-Siché,Corse,Corse du Sud,39,23,43.0,6.0,41.8839751228,8.97997119242
2A322,Tasso,Corse,Corse du Sud,11,5,10.0,5.0,41.9505880211,9.09337409973
2A323,Tavaco,Corse,Corse du Sud,19,11,29.0,11.0,42.031523197,8.88435743542
2A324,Tavera,Corse,Corse du Sud,56,22,45.0,12.0,42.0697944697,9.01609349195
2A326,Tolla,Corse,Corse du Sud,17,6,12.0,3.0,41.9682067011,8.9690159805
2A330,Ucciani,Corse,Corse du Sud,37,18,40.0,13.0,42.0469909829,8.98239119896
2A331,Urbalacone,Corse,Corse du Sud,7,4,8.0,4.0,41.8260298884,8.94923394489
2A336,Valle-di-Mezzana,Corse,Corse du Sud,27,12,40.0,6.0,42.0235582479,8.8195514546
2A345,Vero,Corse,Corse du Sud,36,24,41.0,14.0,42.0610612103,8.92182128111
2A348,Vico,Corse,Corse du Sud,109,53,88.0,40.0,42.1506390695,8.73051107045
2A348,Vico,Corse,Corse du Sud,109,53,88.0,40.0,42.1506390695,8.73051107045
2A349,Viggianello,Corse,Corse du Sud,69,12,71.0,13.0,41.6691692239,8.94530373652
2A351,Villanova,Corse,Corse du Sud,37,7,35.0,13.0,41.9635153362,8.66974621605
2A357,Zérubia,Corse,Corse du Sud,6,0,3.0,0.0,41.7511203775,9.05738566611
2A358,Zévaco,Corse,Corse du Sud,4,2,4.0,4.0,41.8861101401,9.04464465629
2A359,Zicavo,Corse,Corse du Sud,33,19,32.0,6.0,41.8845132229,9.1668409674
2A360,Zigliara,Corse,Corse du Sud,20,7,19.0,6.0,41.8346717318,8.9837582773
2A362,Zonza,Corse,Corse du Sud,226,93,205.0,65.0,41.7213730193,9.26624005547
2A362,Zonza,Corse,Corse du Sud,226,93,205.0,65.0,41.7213730193,9.26624005547
2A363,Zoza,Corse,Corse du Sud,10,9,6.0,5.0,41.721546993,9.07173348463
2B002,Aghione,Corse,Haute-Corse,13,5,24.0,7.0,42.0985000918,9.41152525552
2B003,Aiti,Corse,Haute-Corse,5,2,4.0,2.0,42.4043178377,9.22873647306
2B005,Alando,Corse,Haute-Corse,1,1,3.0,1.0,42.3072494054,9.28630204632
2B007,Albertacce,Corse,Haute-Corse,32,10,38.0,8.0,42.3117941076,8.92423033485
2B007,Albertacce,Corse,Haute-Corse,32,10,38.0,8.0,42.3117941076,8.92423033485
2B009,Aléria,Corse,Haute-Corse,160,66,165.0,39.0,42.1059105058,9.495645512
2B009,Aléria,Corse,Haute-Corse,160,66,165.0,39.0,42.1059105058,9.495645512
2B010,Algajola,Corse,Haute-Corse,36,11,35.0,11.0,42.6050790894,8.85735931464
2B012,Altiani,Corse,Haute-Corse,9,3,6.0,4.0,42.2194492715,9.27831968193
2B013,Alzi,Corse,Haute-Corse,2,0,4.0,0.0,42.312646335,9.3147546564
2B015,Ampriani,Corse,Haute-Corse,2,2,2.0,1.0,42.2536571506,9.35731976414
2B016,Antisanti,Corse,Haute-Corse,62,34,62.0,23.0,42.1562385991,9.38406808296
2B020,Aregno,Corse,Haute-Corse,66,24,68.0,12.0,42.591747308,8.8768922389
2B023,Asco,Corse,Haute-Corse,13,9,14.0,8.0,42.4346334244,8.99704854725
2B025,Avapessa,Corse,Haute-Corse,5,2,7.0,5.0,42.5591666963,8.89434767169
2B029,Barbaggio,Corse,Haute-Corse,19,3,17.0,3.0,42.6841491468,9.36802297003
2B030,Barrettali,Corse,Haute-Corse,29,11,29.0,10.0,42.8731830827,9.36073943184
2B033,Bastia,Corse,Haute-Corse,3867,1756,3165.0,1034.0,42.6864768806,9.42502133338
2B033,Bastia,Corse,Haute-Corse,3867,1756,3165.0,1034.0,42.6864768806,9.42502133338
2B033,Bastia,Corse,Haute-Corse,3867,1756,3165.0,1034.0,42.6864768806,9.42502133338
2B034,Belgodère,Corse,Haute-Corse,52,22,45.0,11.0,42.6078945875,9.01429591727
2B034,Belgodère,Corse,Haute-Corse,52,22,45.0,11.0,42.6078945875,9.01429591727
2B036,Bigorno,Corse,Haute-Corse,14,8,14.0,11.0,42.5310349596,9.30225902799
2B037,Biguglia,Corse,Haute-Corse,524,166,482.0,104.0,42.6164219998,9.44048317398
2B037,Biguglia,Corse,Haute-Corse,524,166,482.0,104.0,42.6164219998,9.44048317398
2B039,Bisinchi,Corse,Haute-Corse,28,13,26.0,10.0,42.485929834,9.31902586907
2B042,Borgo,Corse,Haute-Corse,470,185,432.0,129.0,42.573930097,9.45690314359
2B042,Borgo,Corse,Haute-Corse,470,185,432.0,129.0,42.573930097,9.45690314359
2B043,Brando,Corse,Haute-Corse,165,75,171.0,45.0,42.7792996993,9.45029993821
2B043,Brando,Corse,Haute-Corse,165,75,171.0,45.0,42.7792996993,9.45029993821
2B043,Brando,Corse,Haute-Corse,165,75,171.0,45.0,42.7792996993,9.45029993821
2B045,Bustanico,Corse,Haute-Corse,4,5,12.0,4.0,42.3272213954,9.30862060139
2B046,Cagnano,Corse,Haute-Corse,19,12,15.0,12.0,42.8719957241,9.44402317459
2B047,Calacuccia,Corse,Haute-Corse,39,21,40.0,16.0,42.3232788863,9.0338481491
2B049,Calenzana,Corse,Haute-Corse,209,81,186.0,61.0,42.4784267166,8.80369225001
2B049,Calenzana,Corse,Haute-Corse,209,81,186.0,61.0,42.4784267166,8.80369225001
2B049,Calenzana,Corse,Haute-Corse,209,81,186.0,61.0,42.4784267166,8.80369225001
2B050,Calvi,Corse,Haute-Corse,359,194,325.0,96.0,42.5454874755,8.7595487404
2B051,Cambia,Corse,Haute-Corse,14,5,8.0,3.0,42.3688581376,9.30244187201
2B052,Campana,Corse,Haute-Corse,2,4,5.0,1.0,42.3886009558,9.33996817013
2B053,Campi,Corse,Haute-Corse,2,4,2.0,1.0,42.2686230667,9.42370461257
2B054,Campile,Corse,Haute-Corse,22,15,23.0,14.0,42.4960198579,9.35529599495
2B055,Campitello,Corse,Haute-Corse,21,5,13.0,8.0,42.526148234,9.3252006896
2B057,Canale-di-Verde,Corse,Haute-Corse,31,17,35.0,12.0,42.2649423913,9.50202161228
2B058,Canari,Corse,Haute-Corse,38,21,44.0,16.0,42.8430542103,9.34556643621
2B059,Canavaggia,Corse,Haute-Corse,14,7,13.0,1.0,42.4966282507,9.23425707415
2B063,Carcheto-Brustico,Corse,Haute-Corse,4,1,2.0,1.0,42.3547035924,9.36050471193
2B067,Carpineto,Corse,Haute-Corse,4,3,4.0,1.0,42.3559945667,9.37993794819
2B068,Carticasi,Corse,Haute-Corse,6,1,6.0,4.0,42.3479242987,9.30372029952
2B069,Casabianca,Corse,Haute-Corse,9,5,13.0,5.0,42.4472062738,9.37216855737
2B072,Casalta,Corse,Haute-Corse,6,4,7.0,5.0,42.4353535822,9.42365261956
2B073,Casamaccioli,Corse,Haute-Corse,14,12,18.0,5.0,42.2828810078,8.9950833348
2B074,Casanova,Corse,Haute-Corse,23,13,19.0,7.0,42.2616692125,9.15184231008
2B075,Casevecchie,Corse,Haute-Corse,9,6,16.0,3.0,42.1355350741,9.36806507914
2B077,Castellare-di-Casinca,Corse,Haute-Corse,57,25,53.0,22.0,42.4705671665,9.50131455475
2B078,Castellare-di-Mercurio,Corse,Haute-Corse,3,1,2.0,1.0,42.310112696,9.24655263263
2B079,Castello-di-Rostino,Corse,Haute-Corse,42,22,40.0,15.0,42.471301177,9.29768308268
2B080,Castifao,Corse,Haute-Corse,18,8,20.0,5.0,42.5259960689,9.11827028996
2B081,Castiglione,Corse,Haute-Corse,7,4,9.0,4.0,42.4094045132,9.11404108561
2B082,Castineta,Corse,Haute-Corse,8,3,8.0,3.0,42.4281629327,9.27331954769
2B083,Castirla,Corse,Haute-Corse,25,7,14.0,7.0,42.3685154876,9.12608884402
2B084,Cateri,Corse,Haute-Corse,20,6,19.0,7.0,42.5692984321,8.89579087074
2B086,Centuri,Corse,Haute-Corse,31,6,27.0,9.0,42.967184653,9.36449852317
2B087,Cervione,Corse,Haute-Corse,206,100,201.0,80.0,42.3210930584,9.5154262188
2B087,Cervione,Corse,Haute-Corse,206,100,201.0,80.0,42.3210930584,9.5154262188
2B088,Chiatra,Corse,Haute-Corse,18,11,24.0,6.0,42.2879316511,9.48866878904
2B093,Corbara,Corse,Haute-Corse,99,48,92.0,31.0,42.6171380337,8.90165227126
2B093,Corbara,Corse,Haute-Corse,99,48,92.0,31.0,42.6171380337,8.90165227126
2B095,Corscia,Corse,Haute-Corse,22,9,23.0,9.0,42.3691487665,9.05557667176
2B096,Corte,Corse,Haute-Corse,388,298,341.0,144.0,42.2700703225,9.0828946136
2B097,Costa,Corse,Haute-Corse,4,1,10.0,0.0,42.5761332368,8.99907803384
2B101,Croce,Corse,Haute-Corse,8,8,10.0,4.0,42.4077831336,9.35731368031
2B102,Crocicchia,Corse,Haute-Corse,9,8,7.0,3.0,42.4737480696,9.3523598624
2B105,Erbajolo,Corse,Haute-Corse,24,3,17.0,4.0,42.2523377533,9.26307967113
2B106,Érone,Corse,Haute-Corse,0,0,2.0,1.0,42.3756203554,9.26708993339
2B107,Ersa,Corse,Haute-Corse,30,9,24.0,5.0,42.9871049875,9.38235735891
2B109,Farinole,Corse,Haute-Corse,30,12,25.0,13.0,42.7298003144,9.36530466703
2B110,Favalello,Corse,Haute-Corse,4,3,3.0,4.0,42.2881585012,9.24928255053
2B111,Felce,Corse,Haute-Corse,13,7,10.0,5.0,42.3462578102,9.42479183294
2B112,Feliceto,Corse,Haute-Corse,20,7,20.0,10.0,42.5493282775,8.93994072673
2B113,Ficaja,Corse,Haute-Corse,9,5,15.0,2.0,42.420940762,9.37847639312
2B116,Focicchia,Corse,Haute-Corse,1,1,4.0,1.0,42.250040051,9.29254377168
2B120,Furiani,Corse,Haute-Corse,437,175,424.0,111.0,42.6523411195,9.4172647007
2B121,Galéria,Corse,Haute-Corse,48,24,45.0,9.0,42.4081803478,8.70707754451
2B122,Gavignano,Corse,Haute-Corse,7,3,12.0,3.0,42.4228249345,9.25981637428
2B123,Ghisonaccia,Corse,Haute-Corse,301,168,267.0,116.0,42.0437178075,9.42260770968
2B123,Ghisonaccia,Corse,Haute-Corse,301,168,267.0,116.0,42.0437178075,9.42260770968
2B123,Ghisonaccia,Corse,Haute-Corse,301,168,267.0,116.0,42.0437178075,9.42260770968
2B124,Ghisoni,Corse,Haute-Corse,36,23,46.0,14.0,42.0908261041,9.21026781601
2B125,Giocatojo,Corse,Haute-Corse,6,4,7.0,2.0,42.4437069082,9.34587387627
2B126,Giuncaggio,Corse,Haute-Corse,4,5,8.0,3.0,42.1914716312,9.38364577936
2B134,L'Île-Rousse,Corse,Haute-Corse,289,192,234.0,93.0,42.631545096,8.93355970672
2B135,Isolaccio-di-Fiumorbo,Corse,Haute-Corse,50,23,53.0,21.0,42.0157488768,9.26439576415
2B135,Isolaccio-di-Fiumorbo,Corse,Haute-Corse,50,23,53.0,21.0,42.0157488768,9.26439576415
2B135,Isolaccio-di-Fiumorbo,Corse,Haute-Corse,50,23,53.0,21.0,42.0157488768,9.26439576415
2B136,Lama,Corse,Haute-Corse,21,11,22.0,4.0,42.5804431828,9.16621069911
2B137,Lano,Corse,Haute-Corse,7,2,4.0,2.0,42.3789860605,9.23567141765
2B138,Lavatoggio,Corse,Haute-Corse,12,10,16.0,6.0,42.5733311886,8.86153291586
2B140,Lento,Corse,Haute-Corse,19,7,19.0,13.0,42.5313679084,9.2630678299
2B143,Linguizzetta,Corse,Haute-Corse,107,43,127.0,31.0,42.2176450793,9.51024497679
2B143,Linguizzetta,Corse,Haute-Corse,107,43,127.0,31.0,42.2176450793,9.51024497679
2B145,Loreto-di-Casinca,Corse,Haute-Corse,20,12,23.0,7.0,42.4764297797,9.42503725117
2B147,Lozzi,Corse,Haute-Corse,13,10,17.0,8.0,42.3625664581,8.98031669387
2B148,Lucciana,Corse,Haute-Corse,372,96,309.0,103.0,42.5413974263,9.47269139438
2B148,Lucciana,Corse,Haute-Corse,372,96,309.0,103.0,42.5413974263,9.47269139438
2B148,Lucciana,Corse,Haute-Corse,372,96,309.0,103.0,42.5413974263,9.47269139438
2B149,Lugo-di-Nazza,Corse,Haute-Corse,5,9,9.0,4.0,42.0755704255,9.32349396148
2B150,Lumio,Corse,Haute-Corse,171,53,140.0,44.0,42.5800438458,8.82575573819
2B152,Luri,Corse,Haute-Corse,82,59,100.0,32.0,42.8934435302,9.40987964362
2B152,Luri,Corse,Haute-Corse,82,59,100.0,32.0,42.8934435302,9.40987964362
2B153,Manso,Corse,Haute-Corse,12,4,17.0,4.0,42.3708830092,8.81890618067
2B155,Matra,Corse,Haute-Corse,10,4,8.0,3.0,42.2832313551,9.38756967026
2B156,Mausoléo,Corse,Haute-Corse,2,1,4.0,1.0,42.4947585945,8.96434794881
2B157,Mazzola,Corse,Haute-Corse,6,2,6.0,2.0,42.3045556873,9.32842829627
2B159,Meria,Corse,Haute-Corse,11,8,13.0,7.0,42.9200015376,9.4368174556
2B161,Moïta,Corse,Haute-Corse,8,7,10.0,5.0,42.2817067777,9.41036898711
2B162,Moltifao,Corse,Haute-Corse,67,41,74.0,26.0,42.4744158583,9.12322901577
2B164,Monacia-d'Orezza,Corse,Haute-Corse,5,1,4.0,2.0,42.3814112942,9.40502593518
2B165,Moncale,Corse,Haute-Corse,23,20,25.0,7.0,42.5033810267,8.81947177573
2B166,Monte,Corse,Haute-Corse,54,16,54.0,11.0,42.4830064392,9.40129428843
2B167,Montegrosso,Corse,Haute-Corse,66,17,47.0,21.0,42.543505718,8.85623474811
2B167,Montegrosso,Corse,Haute-Corse,66,17,47.0,21.0,42.543505718,8.85623474811
2B167,Montegrosso,Corse,Haute-Corse,66,17,47.0,21.0,42.543505718,8.85623474811
2B167,Montegrosso,Corse,Haute-Corse,66,17,47.0,21.0,42.543505718,8.85623474811
2B168,Monticello,Corse,Haute-Corse,197,64,187.0,48.0,42.6216923341,8.96127656939
2B169,Morosaglia,Corse,Haute-Corse,94,47,89.0,28.0,42.4476687598,9.25468558646
2B169,Morosaglia,Corse,Haute-Corse,94,47,89.0,28.0,42.4476687598,9.25468558646
2B170,Morsiglia,Corse,Haute-Corse,16,4,13.0,8.0,42.9359197477,9.37347710388
2B171,Muracciole,Corse,Haute-Corse,4,2,3.0,1.0,42.1685019963,9.18999511821
2B172,Murato,Corse,Haute-Corse,69,32,64.0,19.0,42.5671895141,9.32704854356
2B173,Muro,Corse,Haute-Corse,20,21,25.0,6.0,42.5460439114,8.9171628153
2B175,Nessa,Corse,Haute-Corse,16,5,14.0,4.0,42.5498317519,8.95572841625
2B176,Nocario,Corse,Haute-Corse,11,6,12.0,1.0,42.3951851178,9.34913150736
2B177,Noceta,Corse,Haute-Corse,10,4,6.0,3.0,42.2027615346,9.20974478492
2B178,Nonza,Corse,Haute-Corse,8,4,14.0,1.0,42.7882252962,9.35435781818
2B179,Novale,Corse,Haute-Corse,5,2,4.0,3.0,42.3048180295,9.41089162229
2B180,Novella,Corse,Haute-Corse,11,8,14.0,7.0,42.5972996408,9.1035165681
2B182,Occhiatana,Corse,Haute-Corse,32,14,32.0,5.0,42.59289857,9.00608149281
2B183,Ogliastro,Corse,Haute-Corse,14,6,14.0,4.0,42.8221560057,9.35418915293
2B184,Olcani,Corse,Haute-Corse,13,8,9.0,9.0,42.8060476882,9.38654004779
2B185,Oletta,Corse,Haute-Corse,180,95,174.0,62.0,42.6416261877,9.33321314144
2B187,Olmeta-di-Capocorso,Corse,Haute-Corse,16,12,18.0,13.0,42.766973441,9.37798697409
2B188,Olmeta-di-Tuda,Corse,Haute-Corse,31,12,45.0,9.0,42.6122409049,9.36435910828
2B190,Olmi-Cappella,Corse,Haute-Corse,33,11,24.0,8.0,42.5203092978,9.02008756946
2B192,Olmo,Corse,Haute-Corse,15,3,10.0,1.0,42.5015366466,9.41349985144
2B193,Omessa,Corse,Haute-Corse,44,24,36.0,21.0,42.3827760667,9.19362569461
2B193,Omessa,Corse,Haute-Corse,44,24,36.0,21.0,42.3827760667,9.19362569461
2B194,Ortale,Corse,Haute-Corse,6,0,4.0,0.0,42.3108287185,9.43462429228
2B195,Ortiporio,Corse,Haute-Corse,10,6,14.0,6.0,42.4562488801,9.34489704974
2B199,Palasca,Corse,Haute-Corse,15,6,14.0,4.0,42.63006979,9.05733396893
2B201,Pancheraccia,Corse,Haute-Corse,23,19,18.0,11.0,42.1964708452,9.40495119655
2B201,Pancheraccia,Corse,Haute-Corse,23,19,18.0,11.0,42.1964708452,9.40495119655
2B202,Parata,Corse,Haute-Corse,3,2,6.0,2.0,42.3671701227,9.41911803519
2B205,Patrimonio,Corse,Haute-Corse,85,26,89.0,26.0,42.7066867042,9.3670488048
2B206,Penta-Acquatella,Corse,Haute-Corse,8,0,5.0,1.0,42.4636442257,9.37213628263
2B207,Penta-di-Casinca,Corse,Haute-Corse,291,133,276.0,87.0,42.4548433729,9.49604243043
2B207,Penta-di-Casinca,Corse,Haute-Corse,291,133,276.0,87.0,42.4548433729,9.49604243043
2B208,Perelli,Corse,Haute-Corse,13,7,9.0,7.0,42.3142542051,9.38908614142
2B210,Pero-Casevecchie,Corse,Haute-Corse,14,8,15.0,5.0,42.4163942737,9.46376889393
2B213,Pianello,Corse,Haute-Corse,13,6,13.0,1.0,42.2974342822,9.3564849258
2B214,Piano,Corse,Haute-Corse,6,2,5.0,1.0,42.4410042851,9.39683527316
2B216,Piazzali,Corse,Haute-Corse,3,0,2.0,0.0,42.3198576834,9.40593909318
2B217,Piazzole,Corse,Haute-Corse,1,4,1.0,1.0,42.3944129733,9.40599362017
2B218,Piedicorte-di-Gaggio,Corse,Haute-Corse,16,8,12.0,7.0,42.2145192461,9.32336450937
2B219,Piedicroce,Corse,Haute-Corse,13,1,9.0,1.0,42.3839264526,9.36811133319
2B220,Piedigriggio,Corse,Haute-Corse,11,4,23.0,10.0,42.4465411561,9.18076402904
2B221,Piedipartino,Corse,Haute-Corse,1,2,2.0,0.0,42.3571679541,9.34439923246
2B222,Pie-d'Orezza,Corse,Haute-Corse,4,3,6.0,1.0,42.3741161221,9.33870632307
2B223,Pietralba,Corse,Haute-Corse,55,30,54.0,17.0,42.5426494388,9.18325880414
2B224,Pietracorbara,Corse,Haute-Corse,75,39,58.0,24.0,42.8446413084,9.43811996376
2B225,Pietra-di-Verde,Corse,Haute-Corse,9,8,10.0,7.0,42.2923417061,9.44429684997
2B226,Pietraserena,Corse,Haute-Corse,8,4,16.0,3.0,42.2338486385,9.35461476082
2B227,Pietricaggio,Corse,Haute-Corse,5,4,5.0,4.0,42.3292404506,9.37688638759
2B229,Pietroso,Corse,Haute-Corse,31,32,33.0,12.0,42.1256196536,9.30101859911
2B230,Piève,Corse,Haute-Corse,15,8,12.0,4.0,42.5857060069,9.27821414573
2B231,Pigna,Corse,Haute-Corse,11,2,9.0,2.0,42.599340833,8.90040924261
2B233,Pino,Corse,Haute-Corse,23,21,22.0,12.0,42.9054355936,9.35409723128
2B234,Piobetta,Corse,Haute-Corse,2,1,2.0,0.0,42.340337842,9.36784123009
2B235,Pioggiola,Corse,Haute-Corse,11,4,9.0,4.0,42.5232293967,8.97529988566
2B236,Poggio-di-Nazza,Corse,Haute-Corse,25,16,30.0,11.0,42.052431318,9.29203820739
2B238,Poggio-di-Venaco,Corse,Haute-Corse,18,10,20.0,3.0,42.2684750583,9.20706783524
2B239,Poggio-d'Oletta,Corse,Haute-Corse,24,9,26.0,10.0,42.65726441,9.35851486603
2B241,Poggio-Marinaccio,Corse,Haute-Corse,4,2,3.0,1.0,42.4359731293,9.34821605679
2B242,Poggio-Mezzana,Corse,Haute-Corse,66,17,65.0,20.0,42.40140902,9.51195735668
2B243,Polveroso,Corse,Haute-Corse,7,3,5.0,3.0,42.4013407453,9.36126897942
2B244,Popolasca,Corse,Haute-Corse,2,4,8.0,3.0,42.437399462,9.13509572418
2B245,Porri,Corse,Haute-Corse,5,2,1.0,4.0,42.4493786063,9.44236110212
2B246,La Porta,Corse,Haute-Corse,26,16,28.0,8.0,42.4241824082,9.35847182054
2B248,Prato-di-Giovellina,Corse,Haute-Corse,8,3,7.0,1.0,42.4191789343,9.16926425696
2B250,Prunelli-di-Casacconi,Corse,Haute-Corse,9,5,15.0,4.0,42.5104109341,9.40561122356
2B251,Prunelli-di-Fiumorbo,Corse,Haute-Corse,269,183,243.0,120.0,42.0072330034,9.36772895124
2B251,Prunelli-di-Fiumorbo,Corse,Haute-Corse,269,183,243.0,120.0,42.0072330034,9.36772895124
2B251,Prunelli-di-Fiumorbo,Corse,Haute-Corse,269,183,243.0,120.0,42.0072330034,9.36772895124
2B252,Pruno,Corse,Haute-Corse,16,8,19.0,4.0,42.4243509668,9.44755598733
2B252,Pruno,Corse,Haute-Corse,16,8,19.0,4.0,42.4243509668,9.44755598733
2B255,Quercitello,Corse,Haute-Corse,8,2,9.0,0.0,42.4279847152,9.34339471958
2B256,Rapaggio,Corse,Haute-Corse,3,0,2.0,0.0,42.3752462314,9.38418728241
2B257,Rapale,Corse,Haute-Corse,20,7,16.0,4.0,42.6204498836,9.29645877204
2B260,Riventosa,Corse,Haute-Corse,14,2,20.0,4.0,42.2478162384,9.20244057132
2B261,Rogliano,Corse,Haute-Corse,68,26,71.0,20.0,42.9720512637,9.42539823747
2B261,Rogliano,Corse,Haute-Corse,68,26,71.0,20.0,42.9720512637,9.42539823747
2B263,Rospigliani,Corse,Haute-Corse,9,7,9.0,4.0,42.1937798194,9.237935796
2B264,Rusio,Corse,Haute-Corse,10,12,10.0,5.0,42.3537749145,9.25853604756
2B265,Rutali,Corse,Haute-Corse,32,13,42.0,9.0,42.5827324452,9.38160373146
2B267,Saliceto,Corse,Haute-Corse,7,3,14.0,2.0,42.4110475003,9.26291373059
2B273,Scata,Corse,Haute-Corse,4,6,6.0,3.0,42.4221587053,9.40486548787
2B274,Scolca,Corse,Haute-Corse,12,8,12.0,7.0,42.5393358572,9.36456503602
2B275,Sermano,Corse,Haute-Corse,7,5,14.0,2.0,42.3157105384,9.26621042677
2B277,Serra-di-Fiumorbo,Corse,Haute-Corse,29,12,37.0,13.0,41.9716708905,9.33015262464
2B280,Silvareccio,Corse,Haute-Corse,12,14,14.0,6.0,42.4530552903,9.41788528717
2B281,Sisco,Corse,Haute-Corse,103,43,88.0,23.0,42.8144761556,9.44224958213
2B283,Solaro,Corse,Haute-Corse,93,29,82.0,31.0,41.8795887459,9.32060656681
2B286,Sorbo-Ocagnano,Corse,Haute-Corse,82,36,72.0,19.0,42.4824735958,9.48942771888
2B286,Sorbo-Ocagnano,Corse,Haute-Corse,82,36,72.0,19.0,42.4824735958,9.48942771888
2B287,Sorio,Corse,Haute-Corse,14,19,19.0,11.0,42.5778173926,9.24430317014
2B289,Soveria,Corse,Haute-Corse,5,5,4.0,5.0,42.3496030616,9.14569806657
2B290,Speloncato,Corse,Haute-Corse,29,21,28.0,13.0,42.5743163085,8.96966763769
2B291,Stazzona,Corse,Haute-Corse,2,4,4.0,2.0,42.379383324,9.37520653497
