COM,NCOM,NREG,F65-79,F80+,H65-79,H80+,latitude,longitude
62728,Rumaucourt,Hauts-de-France,49,24,40.0,15.0,50.2382420752,3.06500657544
62729,Rumilly,Hauts-de-France,20,9,17.0,8.0,50.5793719163,2.01782227688
62730,Ruminghem,Hauts-de-France,77,25,85.0,16.0,50.8561596741,2.16768057488
62731,Ruyaulcourt,Hauts-de-France,24,15,25.0,9.0,50.0828450646,3.01620386019
62732,Sachin,Hauts-de-France,28,7,26.0,6.0,50.4927168142,2.36659910024
62733,Sailly-au-Bois,Hauts-de-France,26,13,17.0,8.0,50.1213705437,2.59867218191
62734,Sailly-en-Ostrevent,Hauts-de-France,41,26,41.0,14.0,50.2875880806,2.99003702164
62735,Sailly-Labourse,Hauts-de-France,135,92,107.0,37.0,50.501663993,2.70273580801
62736,Sailly-sur-la-Lys,Hauts-de-France,304,116,303.0,62.0,50.6532332701,2.79249849805
62737,Sains-en-Gohelle,Hauts-de-France,420,175,315.0,65.0,50.4509698572,2.68385518781
62738,Sains-lès-Fressin,Hauts-de-France,10,4,8.0,2.0,50.4721168643,2.04894753008
62739,Sains-lès-Marquion,Hauts-de-France,24,8,20.0,4.0,50.1855341097,3.07837118721
62740,Sains-lès-Pernes,Hauts-de-France,18,12,15.0,8.0,50.4791687953,2.34885594845
62741,Saint-Amand,Hauts-de-France,10,7,7.0,4.0,50.1701921167,2.56122106868
62742,Saint-Aubin,Hauts-de-France,27,8,26.0,5.0,50.4542149045,1.66870486737
62743,Sainte-Austreberthe,Hauts-de-France,39,18,29.0,8.0,50.3579438229,2.04425580197
62744,Sainte-Catherine,Hauts-de-France,273,106,234.0,73.0,50.3146043394,2.7623576742
62745,Saint-Denœux,Hauts-de-France,12,9,8.0,6.0,50.4773305558,1.90952236294
62746,Saint-Étienne-au-Mont,Hauts-de-France,344,169,271.0,94.0,50.6654810277,1.6018617047
62746,Saint-Étienne-au-Mont,Hauts-de-France,344,169,271.0,94.0,50.6654810277,1.6018617047
62747,Saint-Floris,Hauts-de-France,41,7,29.0,4.0,50.6245104816,2.57921156269
62748,Saint-Folquin,Hauts-de-France,139,50,153.0,29.0,50.9379112392,2.12543329678
62749,Saint-Georges,Hauts-de-France,28,6,26.0,5.0,50.351642191,2.07280932615
62750,Saint-Hilaire-Cottes,Hauts-de-France,63,36,51.0,21.0,50.5673889188,2.39680232031
62751,Saint-Inglevert,Hauts-de-France,40,21,34.0,7.0,50.8715347562,1.74383112864
62752,Saint-Josse,Hauts-de-France,84,29,82.0,15.0,50.4816510992,1.66447526938
62753,Saint-Laurent-Blangy,Hauts-de-France,493,239,380.0,111.0,50.3076122259,2.81123049591
62754,Saint-Léger,Hauts-de-France,25,8,30.0,6.0,50.1836392129,2.8515731694
62755,Saint-Léonard,Hauts-de-France,359,167,297.0,61.0,50.6957085427,1.62300066383
62756,Sainte-Marie-Kerque,Hauts-de-France,74,36,81.0,21.0,50.8925108938,2.15129692928
62757,Saint-Martin-lez-Tatinghem,Hauts-de-France,532,253,383.0,139.0,50.7568801196,2.2297072767
62757,Saint-Martin-lez-Tatinghem,Hauts-de-France,532,253,383.0,139.0,50.7568801196,2.2297072767
62758,Saint-Martin-Boulogne,Hauts-de-France,922,523,734.0,238.0,50.7235416991,1.64793693921
62759,Saint-Martin-Choquel,Hauts-de-France,23,12,20.0,14.0,50.6684714182,1.88754948653
62760,Saint-Martin-d'Hardinghem,Hauts-de-France,27,13,22.0,8.0,50.6112309641,2.10476829244
62761,Saint-Martin-sur-Cojeul,Hauts-de-France,10,4,11.0,1.0,50.228647822,2.85191979354
62762,Saint-Michel-sous-Bois,Hauts-de-France,10,3,8.0,2.0,50.5174881258,1.93606986972
62763,Saint-Michel-sur-Ternoise,Hauts-de-France,100,40,79.0,31.0,50.375190709,2.36052687199
62764,Saint-Nicolas,Hauts-de-France,387,172,297.0,77.0,50.3086770117,2.78508314188
62765,Saint-Omer,Hauts-de-France,914,490,700.0,219.0,50.7679781717,2.26334881482
62766,Saint-Omer-Capelle,Hauts-de-France,54,22,58.0,8.0,50.9450043366,2.1009180306
62767,Saint-Pol-sur-Ternoise,Hauts-de-France,407,309,303.0,101.0,50.3883542632,2.35010590037
62768,Saint-Rémy-au-Bois,Hauts-de-France,9,5,7.0,2.0,50.3683009566,1.86914301088
62769,Saint-Tricat,Hauts-de-France,35,15,38.0,6.0,50.8926601154,1.82664044658
62770,Saint-Venant,Hauts-de-France,262,159,208.0,70.0,50.6225931834,2.52541265716
62771,Sallaumines,Hauts-de-France,619,416,522.0,122.0,50.4204336349,2.85999934529
62772,Salperwick,Hauts-de-France,22,15,31.0,4.0,50.768362521,2.21963774504
62773,Samer,Hauts-de-France,263,132,210.0,65.0,50.6338926429,1.75485002535
62774,Sangatte,Hauts-de-France,289,123,289.0,84.0,50.9410415453,1.76958356617
62774,Sangatte,Hauts-de-France,289,123,289.0,84.0,50.9410415453,1.76958356617
62775,Sanghen,Hauts-de-France,22,4,15.0,3.0,50.7731524304,1.89264979524
62776,Sapignies,Hauts-de-France,11,4,9.0,3.0,50.1316392726,2.83675199369
62777,Le Sars,Hauts-de-France,10,3,9.0,7.0,50.0668702821,2.78329520895
62778,Sars-le-Bois,Hauts-de-France,6,3,4.0,2.0,50.2975025898,2.43161426138
62779,Sarton,Hauts-de-France,13,6,8.0,3.0,50.1088396237,2.43057048265
62780,Sauchy-Cauchy,Hauts-de-France,30,9,20.0,2.0,50.2357972637,3.09028659809
62781,Sauchy-Lestrée,Hauts-de-France,29,16,27.0,10.0,50.2199513579,3.11647492412
62782,Saudemont,Hauts-de-France,37,13,36.0,5.0,50.238640039,3.03137519569
62783,Saulchoy,Hauts-de-France,22,12,23.0,4.0,50.3538363354,1.85072788355
62784,Saulty,Hauts-de-France,43,36,46.0,17.0,50.2118204122,2.52470460058
62785,Savy-Berlette,Hauts-de-France,53,19,57.0,13.0,50.3544160083,2.55845813427
62786,Selles,Hauts-de-France,21,19,22.0,8.0,50.6959428486,1.88964347847
62787,Sempy,Hauts-de-France,17,10,17.0,10.0,50.4962113332,1.87768243694
62788,Seninghem,Hauts-de-France,39,20,31.0,16.0,50.6984836133,2.02702639439
62789,Senlecques,Hauts-de-France,12,8,12.0,6.0,50.6500062435,1.93647679876
62790,Senlis,Hauts-de-France,14,2,9.0,5.0,50.5345389344,2.14734408463
62791,Séricourt,Hauts-de-France,3,2,2.0,0.0,50.2955629239,2.31306293309
62792,Serques,Hauts-de-France,74,27,81.0,15.0,50.7907495973,2.20166097242
62793,Servins,Hauts-de-France,71,21,52.0,11.0,50.4073388544,2.63620262652
62794,Setques,Hauts-de-France,46,11,39.0,6.0,50.7145017028,2.15645765074
62795,Sibiville,Hauts-de-France,6,2,8.0,4.0,50.3047427649,2.33129283098
62796,Simencourt,Hauts-de-France,48,15,38.0,15.0,50.2544725245,2.63378258972
62797,Siracourt,Hauts-de-France,18,4,12.0,5.0,50.3707474842,2.26790984038
62798,Sombrin,Hauts-de-France,17,8,16.0,8.0,50.2376406968,2.50522767518
62799,Sorrus,Hauts-de-France,46,17,47.0,9.0,50.4564208466,1.71453079549
62800,Souastre,Hauts-de-France,23,13,20.0,7.0,50.1493830163,2.57000343449
62801,Souchez,Hauts-de-France,220,87,188.0,49.0,50.388730428,2.74349744668
62802,Le Souich,Hauts-de-France,10,6,10.0,3.0,50.2233905,2.36160198411
62803,Surques,Hauts-de-France,26,13,27.0,8.0,50.7434489941,1.92294829855
62804,Sus-Saint-Léger,Hauts-de-France,20,10,20.0,7.0,50.2394092727,2.43472712358
62805,Tangry,Hauts-de-France,17,17,15.0,9.0,50.4621592652,2.36013300414
62806,Tardinghen,Hauts-de-France,16,3,18.0,5.0,50.8654992895,1.64282403638
62808,Teneur,Hauts-de-France,24,12,19.0,10.0,50.4521719287,2.22043017933
62809,Ternas,Hauts-de-France,9,5,4.0,5.0,50.3394097594,2.39775976719
62810,Thélus,Hauts-de-France,106,36,78.0,18.0,50.350962843,2.79959112856
62811,Thérouanne,Hauts-de-France,90,38,86.0,31.0,50.6288197176,2.25105673076
62812,Thiembronne,Hauts-de-France,52,23,44.0,9.0,50.6239861501,2.04691534962
62813,La Thieuloye,Hauts-de-France,21,21,17.0,12.0,50.4137694617,2.43289315348
62814,Thièvres,Hauts-de-France,12,5,12.0,2.0,50.1320744532,2.44789711987
62815,Tigny-Noyelle,Hauts-de-France,15,6,16.0,1.0,50.3549622929,1.70803750479
62816,Tilloy-lès-Hermaville,Hauts-de-France,12,4,11.0,2.0,50.3286181773,2.55390925943
62817,Tilloy-lès-Mofflaines,Hauts-de-France,91,39,63.0,21.0,50.2772825816,2.82150381922
62818,Tilly-Capelle,Hauts-de-France,16,8,11.0,2.0,50.4443030623,2.1871596899
62819,Tilques,Hauts-de-France,91,26,88.0,15.0,50.7728122391,2.20152463188
62820,Tincques,Hauts-de-France,44,23,57.0,15.0,50.3598646909,2.49403198382
62821,Tingry,Hauts-de-France,15,9,17.0,7.0,50.6110233696,1.72199394641
62822,Tollent,Hauts-de-France,7,7,8.0,3.0,50.2775872362,2.01380158526
62823,Torcy,Hauts-de-France,14,9,19.0,8.0,50.483966834,2.02072690969
62824,Tortefontaine,Hauts-de-France,23,9,18.0,5.0,50.3354918555,1.91483333867
62825,Tortequesne,Hauts-de-France,49,19,47.0,8.0,50.2909229989,3.03256081417
62826,Le Touquet-Paris-Plage,Hauts-de-France,816,462,674.0,214.0,50.5083984501,1.59923820583
62827,Tournehem-sur-la-Hem,Hauts-de-France,79,38,91.0,20.0,50.7916214471,2.04769169432
62828,Tramecourt,Hauts-de-France,3,5,6.0,2.0,50.46970334,2.15213924885
62829,Le Transloy,Hauts-de-France,18,13,20.0,10.0,50.0502514612,2.89232344
62830,Trescault,Hauts-de-France,8,9,10.0,4.0,50.0904387311,3.09682034258
62831,Troisvaux,Hauts-de-France,25,8,21.0,7.0,50.4116603363,2.34375575662
62832,Tubersent,Hauts-de-France,46,15,38.0,5.0,50.5216866473,1.69918169379
62833,Vacquerie-le-Boucq,Hauts-de-France,11,3,4.0,4.0,50.2700526673,2.2075282322
62834,Vacqueriette-Erquières,Hauts-de-France,23,7,27.0,3.0,50.3228879351,2.07435637725
62834,Vacqueriette-Erquières,Hauts-de-France,23,7,27.0,3.0,50.3228879351,2.07435637725
62835,Valhuon,Hauts-de-France,34,21,27.0,18.0,50.4342829706,2.38336806426
62836,Vaudricourt,Hauts-de-France,102,31,106.0,22.0,50.4996012728,2.61877656623
62837,Vaudringhem,Hauts-de-France,28,10,28.0,4.0,50.6540835736,2.02409481692
62838,Vaulx,Hauts-de-France,6,4,8.0,5.0,50.2710456344,2.1045646963
62839,Vaulx-Vraucourt,Hauts-de-France,68,92,70.0,28.0,50.1439845718,2.90458316152
62840,Vélu,Hauts-de-France,9,8,8.0,2.0,50.1007618527,2.97411822884
62841,Vendin-lès-Béthune,Hauts-de-France,207,81,189.0,52.0,50.5464095644,2.60682652334
62842,Vendin-le-Vieil,Hauts-de-France,497,236,371.0,96.0,50.4703783932,2.85384547397
62843,Verchin,Hauts-de-France,25,13,20.0,8.0,50.493379155,2.17923063627
62844,Verchocq,Hauts-de-France,45,29,48.0,14.0,50.5548367541,2.04003605108
62845,Verlincthun,Hauts-de-France,24,9,30.0,4.0,50.6285938608,1.69225464674
62846,Vermelles,Hauts-de-France,307,169,235.0,74.0,50.4869056542,2.75733602392
62847,Verquigneul,Hauts-de-France,98,38,96.0,18.0,50.5030883097,2.66214119709
62848,Verquin,Hauts-de-France,286,131,227.0,58.0,50.5014162013,2.64245100087
62849,Verton,Hauts-de-France,246,59,222.0,30.0,50.4023869418,1.65093274373
62850,Vieil-Hesdin,Hauts-de-France,31,10,33.0,10.0,50.3632756728,2.1130630782
62851,Vieille-Chapelle,Hauts-de-France,34,16,44.0,6.0,50.5929100116,2.71744022097
62852,Vieille-Église,Hauts-de-France,66,18,58.0,14.0,50.9332624726,2.07653957537
62853,Vieil-Moutier,Hauts-de-France,20,11,24.0,8.0,50.6624676779,1.91064000839
62854,Villers-au-Bois,Hauts-de-France,36,13,29.0,6.0,50.3774575605,2.66415892943
62855,Villers-au-Flos,Hauts-de-France,17,4,22.0,2.0,50.0787621287,2.90542012766
62856,Villers-Brûlin,Hauts-de-France,19,6,25.0,2.0,50.3727264691,2.52941539032
62857,Villers-Châtel,Hauts-de-France,5,0,7.0,0.0,50.3751045916,2.58988048072
62858,Villers-lès-Cagnicourt,Hauts-de-France,16,11,15.0,8.0,50.2253150593,3.01039978275
62859,Villers-l'Hôpital,Hauts-de-France,16,13,9.0,7.0,50.2291696538,2.21010808284
62860,Villers-Sir-Simon,Hauts-de-France,6,4,4.0,3.0,50.3148651908,2.49209480845
62861,Vimy,Hauts-de-France,337,230,288.0,113.0,50.3776460123,2.81116855896
62862,Vincly,Hauts-de-France,10,5,8.0,3.0,50.5561858278,2.17901178873
62863,Violaines,Hauts-de-France,272,92,211.0,53.0,50.5377604504,2.77970850314
62864,Vis-en-Artois,Hauts-de-France,34,19,45.0,10.0,50.245875467,2.93609831247
62865,Vitry-en-Artois,Hauts-de-France,396,178,319.0,92.0,50.3256177847,2.98092673342
62866,Waben,Hauts-de-France,32,8,28.0,4.0,50.3822929262,1.65041372546
62867,Wacquinghen,Hauts-de-France,15,7,20.0,4.0,50.780796244,1.66928695416
62868,Wail,Hauts-de-France,24,5,18.0,6.0,50.3377712798,2.11915213609
62869,Wailly,Hauts-de-France,85,35,86.0,28.0,50.249116803,2.72419041642
62870,Wailly-Beaucamp,Hauts-de-France,71,23,73.0,20.0,50.4082282743,1.73011785449
62871,Wambercourt,Hauts-de-France,22,7,22.0,5.0,50.4340661657,2.0238876189
62872,Wamin,Hauts-de-France,27,8,15.0,6.0,50.4153161017,2.06205464514
62873,Wancourt,Hauts-de-France,26,11,26.0,10.0,50.256058557,2.85524996324
62874,Wanquetin,Hauts-de-France,51,21,55.0,14.0,50.2723730799,2.61412474296
62875,Wardrecques,Hauts-de-France,62,86,79.0,27.0,50.7053320588,2.34558119432
62876,Warlencourt-Eaucourt,Hauts-de-France,9,2,9.0,2.0,50.0811867179,2.79134969906
62877,Warlincourt-lès-Pas,Hauts-de-France,7,5,7.0,5.0,50.1841807304,2.50628872795
62878,Warlus,Hauts-de-France,32,22,18.0,10.0,50.2793115608,2.66486908357
62879,Warluzel,Hauts-de-France,14,12,15.0,11.0,50.2311660847,2.46913010596
62880,Le Wast,Hauts-de-France,9,8,12.0,4.0,50.750004796,1.79828909838
62881,Beauvoir-Wavans,Hauts-de-France,29,14,30.0,14.0,50.2165851287,2.1653582453
62882,Wavrans-sur-l'Aa,Hauts-de-France,80,43,84.0,28.0,50.6749530079,2.13817752788
62883,Wavrans-sur-Ternoise,Hauts-de-France,11,12,9.0,4.0,50.409386121,2.2840999024
62885,Westrehem,Hauts-de-France,9,7,11.0,2.0,50.5447817916,2.34356634513
62886,Wicquinghem,Hauts-de-France,15,10,16.0,7.0,50.5725871336,1.95032069551
62887,Widehem,Hauts-de-France,10,7,10.0,3.0,50.5841311365,1.65936419487
62888,Wierre-au-Bois,Hauts-de-France,17,12,18.0,4.0,50.651199611,1.76845641503
62889,Wierre-Effroy,Hauts-de-France,57,22,60.0,16.0,50.7718663253,1.73716281389
62890,Willeman,Hauts-de-France,15,6,20.0,3.0,50.3594087947,2.16281250365
62891,Willencourt,Hauts-de-France,11,5,18.0,4.0,50.2394266639,2.07766867117
62892,Willerval,Hauts-de-France,46,15,45.0,8.0,50.3625979947,2.84933464088
62893,Wimereux,Hauts-de-France,626,332,503.0,112.0,50.7792497892,1.6134323131
62894,Wimille,Hauts-de-France,306,137,241.0,79.0,50.7649885294,1.64203664126
62895,Wingles,Hauts-de-France,550,264,404.0,136.0,50.4951923669,2.85777326738
62896,Wirwignes,Hauts-de-France,59,19,52.0,17.0,50.685266842,1.76740602045
62897,Wismes,Hauts-de-France,32,24,35.0,20.0,50.6613559583,2.07972084711
62898,Wisques,Hauts-de-France,24,4,27.0,3.0,50.7269504581,2.1911996601
62899,Wissant,Hauts-de-France,97,48,81.0,30.0,50.8883355248,1.68248567418
62900,Witternesse,Hauts-de-France,35,23,40.0,7.0,50.6139812013,2.36320125058
62901,Wittes,Hauts-de-France,51,7,48.0,6.0,50.6716650445,2.38817871374
62902,Wizernes,Hauts-de-France,236,105,187.0,55.0,50.7153325042,2.22913159655
62903,Zoteux,Hauts-de-France,30,15,25.0,13.0,50.614922981,1.88746444712
62904,Zouafques,Hauts-de-France,26,13,28.0,7.0,50.8228097659,2.05320953187
62904,Zouafques,Hauts-de-France,26,13,28.0,7.0,50.8228097659,2.05320953187
62905,Zudausques,Hauts-de-France,52,5,49.0,7.0,50.7526605163,2.16024730203
62906,Zutkerque,Hauts-de-France,94,48,98.0,18.0,50.8528869572,2.05960239074
62907,Libercourt,Hauts-de-France,539,301,452.0,140.0,50.482031915,2.99971382524
62908,La Capelle-lès-Boulogne,Hauts-de-France,163,53,138.0,31.0,50.7313010692,1.71597979438
62909,Ytres,Hauts-de-France,35,7,34.0,8.0,50.0647969783,2.99626975733
63001,Aigueperse,Auvergne-Rhône-Alpes,238,284,194.0,111.0,46.014833908,3.2012859723
63002,Aix-la-Fayette,Auvergne-Rhône-Alpes,18,3,11.0,2.0,45.5069762836,3.52877162272
63003,Ambert,Auvergne-Rhône-Alpes,656,515,525.0,243.0,45.5557839461,3.75625356567
63004,Les Ancizes-Comps,Auvergne-Rhône-Alpes,147,99,133.0,63.0,45.9331353459,2.80539332166
63005,Antoingt,Auvergne-Rhône-Alpes,33,16,30.0,7.0,45.5004481767,3.18402754188
63006,Anzat-le-Luguet,Auvergne-Rhône-Alpes,19,14,23.0,11.0,45.3306191916,3.01194241608
63007,Apchat,Auvergne-Rhône-Alpes,17,10,24.0,5.0,45.3738404423,3.14813755867
63008,Arconsat,Auvergne-Rhône-Alpes,66,23,60.0,20.0,45.8981332955,3.71595849831
63009,Ardes,Auvergne-Rhône-Alpes,56,57,46.0,38.0,45.3984149619,3.11786009543
63010,Arlanc,Auvergne-Rhône-Alpes,174,155,164.0,64.0,45.4207986655,3.72311154214
63011,Ars-les-Favets,Auvergne-Rhône-Alpes,12,4,17.0,5.0,46.2002650376,2.74850375721
63012,Artonne,Auvergne-Rhône-Alpes,63,20,73.0,12.0,46.0058522543,3.15012499904
63013,Aubiat,Auvergne-Rhône-Alpes,63,23,55.0,10.0,45.9806227322,3.19256070994
63013,Aubiat,Auvergne-Rhône-Alpes,63,23,55.0,10.0,45.9806227322,3.19256070994
63014,Aubière,Auvergne-Rhône-Alpes,719,474,599.0,215.0,45.7510558385,3.126134119
63015,Aubusson-d'Auvergne,Auvergne-Rhône-Alpes,18,8,16.0,4.0,45.7532116404,3.59888416853
63016,Augerolles,Auvergne-Rhône-Alpes,83,56,73.0,31.0,45.7367380515,3.63089700637
63017,Augnat,Auvergne-Rhône-Alpes,18,8,11.0,7.0,45.4140216179,3.17930900469
63019,Aulnat,Auvergne-Rhône-Alpes,375,186,268.0,112.0,45.7931829001,3.17108169057
63020,Aurières,Auvergne-Rhône-Alpes,20,8,10.0,8.0,45.6818392854,2.91546780422
63021,Authezat,Auvergne-Rhône-Alpes,40,16,35.0,14.0,45.6385828582,3.19313623822
63022,Auzat-la-Combelle,Auvergne-Rhône-Alpes,221,102,181.0,45.0,45.4508101492,3.32589518501
63022,Auzat-la-Combelle,Auvergne-Rhône-Alpes,221,102,181.0,45.0,45.4508101492,3.32589518501
63023,Auzelles,Auvergne-Rhône-Alpes,39,12,29.0,9.0,45.6068543824,3.51902613907
63024,Avèze,Auvergne-Rhône-Alpes,20,7,17.0,10.0,45.5970951985,2.60615054719
63025,Ayat-sur-Sioule,Auvergne-Rhône-Alpes,18,9,17.0,9.0,46.0615532638,2.88700603569
63026,Aydat,Auvergne-Rhône-Alpes,167,48,162.0,46.0,45.6667878523,2.98447780455
63027,Baffie,Auvergne-Rhône-Alpes,16,8,14.0,3.0,45.4768637549,3.82808996896
63028,Bagnols,Auvergne-Rhône-Alpes,59,27,45.0,21.0,45.4980479842,2.63866750043
63029,Bansat,Auvergne-Rhône-Alpes,12,9,8.0,4.0,45.4834504429,3.3603356252
63030,Bas-et-Lezat,Auvergne-Rhône-Alpes,21,8,16.0,7.0,46.0370937855,3.30812552626
63031,Beaulieu,Auvergne-Rhône-Alpes,42,18,37.0,7.0,45.4434163862,3.2857086032
63032,Beaumont,Auvergne-Rhône-Alpes,878,488,706.0,273.0,45.7498745868,3.08667875235
63033,Beaumont-lès-Randan,Auvergne-Rhône-Alpes,20,8,28.0,5.0,45.9963944263,3.38335354791
63034,Beauregard-l'Évêque,Auvergne-Rhône-Alpes,104,84,96.0,34.0,45.8137742226,3.29884607281
63035,Beauregard-Vendon,Auvergne-Rhône-Alpes,66,23,65.0,11.0,45.9656649406,3.11312148208
63036,Bergonne,Auvergne-Rhône-Alpes,27,14,33.0,4.0,45.5097308749,3.21674790663
63037,Bertignat,Auvergne-Rhône-Alpes,44,25,46.0,17.0,45.6174754909,3.69083488933
63038,Besse-et-Saint-Anastaise,Auvergne-Rhône-Alpes,152,93,130.0,46.0,45.4967792648,2.90703862997
63038,Besse-et-Saint-Anastaise,Auvergne-Rhône-Alpes,152,93,130.0,46.0,45.4967792648,2.90703862997
63038,Besse-et-Saint-Anastaise,Auvergne-Rhône-Alpes,152,93,130.0,46.0,45.4967792648,2.90703862997
63039,Beurières,Auvergne-Rhône-Alpes,26,10,22.0,8.0,45.4316094965,3.77865697978
63040,Billom,Auvergne-Rhône-Alpes,380,347,265.0,124.0,45.7251184657,3.32304115809
63041,Biollet,Auvergne-Rhône-Alpes,31,13,48.0,15.0,45.9926597245,2.69344623164
63042,Blanzat,Auvergne-Rhône-Alpes,427,225,401.0,79.0,45.8274618701,3.07331572461
63043,Blot-l'Église,Auvergne-Rhône-Alpes,35,25,34.0,9.0,46.0337566478,2.95773350422
63044,Bongheat,Auvergne-Rhône-Alpes,13,9,18.0,8.0,45.7244737269,3.42713550452
63045,Bort-l'Étang,Auvergne-Rhône-Alpes,45,22,39.0,13.0,45.7812457267,3.43542941153
63046,Boudes,Auvergne-Rhône-Alpes,20,13,23.0,7.0,45.4522556993,3.18246169871
63047,La Bourboule,Auvergne-Rhône-Alpes,186,92,151.0,36.0,45.5796236201,2.7501805247
63048,Bourg-Lastic,Auvergne-Rhône-Alpes,90,96,83.0,32.0,45.6572710215,2.56278019812
63049,Bouzel,Auvergne-Rhône-Alpes,38,8,54.0,7.0,45.7801556099,3.31866753421
63050,Brassac-les-Mines,Auvergne-Rhône-Alpes,374,265,271.0,120.0,45.4199156591,3.32061008295
63051,Brenat,Auvergne-Rhône-Alpes,50,17,57.0,13.0,45.5494693829,3.30961453895
63052,Le Breuil-sur-Couze,Auvergne-Rhône-Alpes,69,37,69.0,23.0,45.4671208876,3.26675909597
63053,Briffons,Auvergne-Rhône-Alpes,23,18,29.0,12.0,45.7007518204,2.65439923771
63054,Le Broc,Auvergne-Rhône-Alpes,64,21,67.0,18.0,45.5037915614,3.25150034962
63055,Bromont-Lamothe,Auvergne-Rhône-Alpes,81,34,71.0,17.0,45.8322474216,2.81021693697
63056,Brousse,Auvergne-Rhône-Alpes,30,5,26.0,8.0,45.6003729958,3.46386697811
63057,Le Brugeron,Auvergne-Rhône-Alpes,26,13,30.0,11.0,45.7117515141,3.74237133965
63058,Bulhon,Auvergne-Rhône-Alpes,35,13,31.0,9.0,45.8848012313,3.39133454384
63059,Busséol,Auvergne-Rhône-Alpes,16,1,12.0,7.0,45.6933391482,3.2623134791
63060,Bussières,Auvergne-Rhône-Alpes,7,6,7.0,5.0,46.0639164771,2.64739056246
63061,Bussières-et-Pruns,Auvergne-Rhône-Alpes,19,10,23.0,4.0,46.0068491978,3.23823283226
63062,Buxières-sous-Montaigut,Auvergne-Rhône-Alpes,20,3,17.0,3.0,46.2017165035,2.8370551426
63063,Cébazat,Auvergne-Rhône-Alpes,873,510,757.0,266.0,45.8318909179,3.10802814876
63064,La Celle,Auvergne-Rhône-Alpes,11,5,8.0,0.0,45.8497369275,2.47438590969
63065,Ceilloux,Auvergne-Rhône-Alpes,20,7,20.0,3.0,45.6552162831,3.51622303139
63066,Celles-sur-Durolle,Auvergne-Rhône-Alpes,160,75,141.0,56.0,45.8720497687,3.65199036079
63066,Celles-sur-Durolle,Auvergne-Rhône-Alpes,160,75,141.0,56.0,45.8720497687,3.65199036079
63067,La Cellette,Auvergne-Rhône-Alpes,15,7,16.0,6.0,46.0955904109,2.72649262532
63069,Le Cendre,Auvergne-Rhône-Alpes,510,214,450.0,102.0,45.7178589681,3.19396372923
63070,Ceyrat,Auvergne-Rhône-Alpes,614,306,560.0,186.0,45.7385665795,3.06427177861
63070,Ceyrat,Auvergne-Rhône-Alpes,614,306,560.0,186.0,45.7385665795,3.06427177861
63071,Ceyssat,Auvergne-Rhône-Alpes,38,13,40.0,12.0,45.7698934261,2.9244283989
63072,Chabreloche,Auvergne-Rhône-Alpes,128,68,99.0,34.0,45.8711155066,3.69927199533
63073,Chadeleuf,Auvergne-Rhône-Alpes,27,14,25.0,10.0,45.5811513709,3.18117536948
63074,Chalus,Auvergne-Rhône-Alpes,22,11,16.0,3.0,45.4646474919,3.20803180257
63075,Chamalières,Auvergne-Rhône-Alpes,1944,1253,1333.0,481.0,45.7747966551,3.0612681838
63076,Chambon-sur-Dolore,Auvergne-Rhône-Alpes,20,11,15.0,9.0,45.4970592625,3.62526275053
63077,Chambon-sur-Lac,Auvergne-Rhône-Alpes,33,11,41.0,7.0,45.5602562882,2.86880475585
63079,Champagnat-le-Jeune,Auvergne-Rhône-Alpes,16,9,21.0,4.0,45.4445734596,3.41645424575
63080,Champeix,Auvergne-Rhône-Alpes,94,89,73.0,31.0,45.5840997399,3.12859021721
63081,Champétières,Auvergne-Rhône-Alpes,29,7,27.0,8.0,45.5157534837,3.67868280607
63082,Champs,Auvergne-Rhône-Alpes,27,13,23.0,5.0,46.0616676024,3.09345321573
63083,Chanat-la-Mouteyre,Auvergne-Rhône-Alpes,73,59,63.0,21.0,45.825281343,3.00698253027
63084,Chanonat,Auvergne-Rhône-Alpes,154,24,150.0,19.0,45.6953181074,3.08324914721
63085,Chapdes-Beaufort,Auvergne-Rhône-Alpes,64,45,67.0,16.0,45.8923408221,2.85542542398
63086,La Chapelle-Agnon,Auvergne-Rhône-Alpes,35,18,24.0,15.0,45.6297458616,3.62896943409
63087,La Chapelle-Marcousse,Auvergne-Rhône-Alpes,8,1,11.0,2.0,45.4421073659,3.08079339129
63088,La Chapelle-sur-Usson,Auvergne-Rhône-Alpes,10,5,13.0,3.0,45.4637778888,3.39230982633
63089,Chappes,Auvergne-Rhône-Alpes,107,30,100.0,23.0,45.8653394386,3.22674645901
63090,Chaptuzat,Auvergne-Rhône-Alpes,39,19,31.0,4.0,46.0302322013,3.17010831836
63091,Charbonnier-les-Mines,Auvergne-Rhône-Alpes,84,41,64.0,22.0,45.4181480729,3.28199342923
63092,Charbonnières-les-Varennes,Auvergne-Rhône-Alpes,91,34,100.0,19.0,45.8981076915,2.98002956187
63092,Charbonnières-les-Varennes,Auvergne-Rhône-Alpes,91,34,100.0,19.0,45.8981076915,2.98002956187
63093,Charbonnières-les-Vieilles,Auvergne-Rhône-Alpes,82,26,85.0,29.0,45.9916492196,3.00764883452
63094,Charensat,Auvergne-Rhône-Alpes,54,49,64.0,23.0,45.9834200472,2.64390606976
63095,Charnat,Auvergne-Rhône-Alpes,15,10,13.0,4.0,45.9449562685,3.43494838607
63096,Chas,Auvergne-Rhône-Alpes,18,2,18.0,5.0,45.7472569761,3.30727070935
63097,Chassagne,Auvergne-Rhône-Alpes,8,2,4.0,4.0,45.492969211,3.06150388982
